sample_year,sample_date,project_code,trip_no,effort_no,submitter_sample_id,management_area_code,location_code,fishery_code,gear_type,gear_code,submitter_specimen_id,date_sampled,field_species_code,length,length_type_code,weight,weight_type_code,gender_code,maturity_code,specimen_comment
2017,07-09-2017,SO1,0097,DS17-5589,DS17040924201707090097,D,D05,CO,Dredge,22,7,07-09-2017,850,122,SH,,WH,,,
2017,07-09-2017,SO1,0097,DS17-5589,DS17040924201707090097,D,D05,CO,Dredge,22,47,07-09-2017,850,99,SH,,WH,,,
2017,07-09-2017,SO1,0099,DS17-5589,DS17040924201707090099,D,D05,CO,Dredge,22,7,07-09-2017,850,127,SH,,WH,,,
2017,07-09-2017,SO1,0099,DS17-5589,DS17040924201707090099,D,D05,CO,Dredge,22,47,07-09-2017,850,107,SH,,WH,,,
2017,07-09-2017,SO1,0101,DS17-5589,DS17040924201707090101,D,D05,CO,Dredge,22,7,07-09-2017,850,119,SH,,WH,,,
2017,07-09-2017,SO1,0101,DS17-5589,DS17040924201707090101,D,D05,CO,Dredge,22,47,07-09-2017,850,97,SH,,WH,,,
2017,07-09-2017,SO1,0103,DS17-5589,DS17040924201707090103,D,D05,CO,Dredge,22,7,07-09-2017,850,117,SH,,WH,,,
2017,07-09-2017,SO1,0103,DS17-5589,DS17040924201707090103,D,D05,CO,Dredge,22,47,07-09-2017,850,101,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,3,07-10-2017,850,111,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,4,07-10-2017,850,118,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,5,07-10-2017,850,119,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,6,07-10-2017,850,113,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,7,07-10-2017,850,110,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,8,07-10-2017,850,105,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,9,07-10-2017,850,107,SH,,WH,,,
2017,07-10-2017,SO2,0114,DS17-5589,DS17040924201707100114,D,D05,CO,Dredge,22,10,07-10-2017,850,124,SH,,WH,,,
2017,07-10-2017,SO1,0116,DS17-5589,DS17040924201707100116,D,D05,CO,Dredge,22,7,07-10-2017,850,133,SH,,WH,,,
2017,07-10-2017,SO1,0116,DS17-5589,DS17040924201707100116,D,D05,CO,Dredge,22,47,07-10-2017,850,95,SH,,WH,,,
2017,07-10-2017,SO1,0119,DS17-5589,DS17040924201707100119,D,D05,CO,Dredge,22,7,07-10-2017,850,137,SH,,WH,,,
2017,07-10-2017,SO1,0119,DS17-5589,DS17040924201707100119,D,D05,CO,Dredge,22,47,07-10-2017,850,98,SH,,WH,,,
2017,07-10-2017,SO1,0121,DS17-5589,DS17040924201707100121,D,D05,CO,Dredge,22,7,07-10-2017,850,130,SH,,WH,,,
2017,07-10-2017,SO1,0121,DS17-5589,DS17040924201707100121,D,D05,CO,Dredge,22,47,07-10-2017,850,100,SH,,WH,,,
2017,07-11-2017,SO1,0132,DS17-5589,DS17040924201707110132,D,D05,CO,Dredge,22,2,07-11-2017,850,130,SH,,WH,,,
2017,07-11-2017,SO1,0132,DS17-5589,DS17040924201707110132,D,D05,CO,Dredge,22,42,07-11-2017,850,98,SH,,WH,,,
2017,07-11-2017,SO1,0134,DS17-5589,DS17040924201707110134,D,D05,CO,Dredge,22,2,07-11-2017,850,127,SH,,WH,,,
2017,07-11-2017,SO1,0134,DS17-5589,DS17040924201707110134,D,D05,CO,Dredge,22,42,07-11-2017,850,95,SH,,WH,,,
2017,07-11-2017,SO1,0136,DS17-5589,DS17040924201707110136,D,D05,CO,Dredge,22,2,07-11-2017,850,122,SH,,WH,,,
2017,07-11-2017,SO1,0136,DS17-5589,DS17040924201707110136,D,D05,CO,Dredge,22,42,07-11-2017,850,76,SH,,WH,,,
2017,07-11-2017,SO1,0138,DS17-5589,DS17040924201707110138,D,D05,CO,Dredge,22,2,07-11-2017,850,126,SH,,WH,,,
2017,07-11-2017,SO1,0138,DS17-5589,DS17040924201707110138,D,D05,CO,Dredge,22,42,07-11-2017,850,102,SH,,WH,,,
2017,07-12-2017,SO1,0152,DS17-5589,DS17040924201707120152,D,D05,CO,Dredge,22,4,07-12-2017,850,116,SH,,WH,,,
2017,07-12-2017,SO1,0152,DS17-5589,DS17040924201707120152,D,D05,CO,Dredge,22,44,07-12-2017,850,100,SH,,WH,,,
2017,07-12-2017,SO1,0154,DS17-5589,DS17040924201707120154,D,D05,CO,Dredge,22,4,07-12-2017,850,146,SH,,WH,,,
2017,07-12-2017,SO1,0154,DS17-5589,DS17040924201707120154,D,D05,CO,Dredge,22,44,07-12-2017,850,104,SH,,WH,,,
2017,07-12-2017,SO1,0156,DS17-5589,DS17040924201707120156,D,D05,CO,Dredge,22,4,07-12-2017,850,134,SH,,WH,,,
2017,07-12-2017,SO1,0156,DS17-5589,DS17040924201707120156,D,D05,CO,Dredge,22,44,07-12-2017,850,100,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,1,07-12-2017,850,128,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,2,07-12-2017,850,128,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,3,07-12-2017,850,115,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,4,07-12-2017,850,122,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,5,07-12-2017,850,108,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,6,07-12-2017,850,129,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,7,07-12-2017,850,119,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,8,07-12-2017,850,118,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,9,07-12-2017,850,145,SH,,WH,,,
2017,07-12-2017,SO2,0158,DS17-5589,DS17040924201707120158,D,D05,CO,Dredge,22,10,07-12-2017,850,119,SH,,WH,,,
2017,07-13-2017,SO1,0169,DS17-5589,DS17040924201707130169,D,D04,CO,Dredge,22,9,07-13-2017,850,143,SH,,WH,,,
2017,07-13-2017,SO1,0169,DS17-5589,DS17040924201707130169,D,D04,CO,Dredge,22,49,07-13-2017,850,102,SH,,WH,,,
2017,07-13-2017,SO1,0171,DS17-5589,DS17040924201707130171,D,D04,CO,Dredge,22,9,07-13-2017,850,111,SH,,WH,,,
2017,07-13-2017,SO1,0171,DS17-5589,DS17040924201707130171,D,D04,CO,Dredge,22,49,07-13-2017,850,101,SH,,WH,,,
2017,07-13-2017,SO1,0177,DS17-5589,DS17040924201707130177,D,D04,CO,Dredge,22,9,07-13-2017,850,133,SH,,WH,,,
2017,07-13-2017,SO1,0177,DS17-5589,DS17040924201707130177,D,D04,CO,Dredge,22,49,07-13-2017,850,91,SH,,WH,,,
2017,07-14-2017,SO1,0192,DS17-5589,DS17040924201707140192,D,D04,CO,Dredge,22,7,07-14-2017,850,120,SH,,WH,,,
2017,07-14-2017,SO1,0192,DS17-5589,DS17040924201707140192,D,D04,CO,Dredge,22,47,07-14-2017,850,101,SH,,WH,,,
2017,07-14-2017,SO1,0194,DS17-5589,DS17040924201707140194,D,D04,CO,Dredge,22,7,07-14-2017,850,119,SH,,WH,,,
2017,07-14-2017,SO1,0194,DS17-5589,DS17040924201707140194,D,D04,CO,Dredge,22,47,07-14-2017,850,103,SH,,WH,,,
2017,07-14-2017,SO1,0196,DS17-5589,DS17040924201707140196,D,D04,CO,Dredge,22,7,07-14-2017,850,122,SH,,WH,,,
2017,07-14-2017,SO1,0196,DS17-5589,DS17040924201707140196,D,D04,CO,Dredge,22,47,07-14-2017,850,107,SH,,WH,,,
2017,07-14-2017,SO1,0199,DS17-5589,DS17040924201707140199,D,D04,CO,Dredge,22,7,07-14-2017,850,123,SH,,WH,,,
2017,07-14-2017,SO1,0199,DS17-5589,DS17040924201707140199,D,D04,CO,Dredge,22,47,07-14-2017,850,96,SH,,WH,,,
2017,07-14-2017,SO1,0201,DS17-5589,DS17040924201707140201,D,D04,CO,Dredge,22,7,07-14-2017,850,117,SH,,WH,,,
2017,07-14-2017,SO1,0201,DS17-5589,DS17040924201707140201,D,D04,CO,Dredge,22,47,07-14-2017,850,110,SH,,WH,,,
2017,07-15-2017,SO1,0213,DS17-5589,DS17040924201707150213,D,D04,CO,Dredge,22,5,07-15-2017,850,128,SH,,WH,,,
2017,07-15-2017,SO1,0213,DS17-5589,DS17040924201707150213,D,D04,CO,Dredge,22,45,07-15-2017,850,105,SH,,WH,,,
2017,07-15-2017,SO1,0215,DS17-5589,DS17040924201707150215,D,D04,CO,Dredge,22,5,07-15-2017,850,127,SH,,WH,,,
2017,07-15-2017,SO1,0215,DS17-5589,DS17040924201707150215,D,D04,CO,Dredge,22,45,07-15-2017,850,98,SH,,WH,,,
2017,07-15-2017,SO1,0220,DS17-5589,DS17040924201707150220,D,D04,CO,Dredge,22,5,07-15-2017,850,126,SH,,WH,,,
2017,07-15-2017,SO1,0220,DS17-5589,DS17040924201707150220,D,D04,CO,Dredge,22,45,07-15-2017,850,89,SH,,WH,,,
2017,07-15-2017,SO1,0222,DS17-5589,DS17040924201707150222,D,D04,CO,Dredge,22,5,07-15-2017,850,129,SH,,WH,,,
2017,07-15-2017,SO1,0222,DS17-5589,DS17040924201707150222,D,D04,CO,Dredge,22,45,07-15-2017,850,101,SH,,WH,,,
2017,07-16-2017,SO1,0234,DS17-5589,DS17040924201707160234,D,D04,CO,Dredge,22,6,07-16-2017,850,125,SH,,WH,,,
2017,07-16-2017,SO1,0234,DS17-5589,DS17040924201707160234,D,D04,CO,Dredge,22,46,07-16-2017,850,109,SH,,WH,,,
2017,07-16-2017,SO1,0236,DS17-5589,DS17040924201707160236,D,D04,CO,Dredge,22,6,07-16-2017,850,116,SH,,WH,,,
2017,07-16-2017,SO1,0236,DS17-5589,DS17040924201707160236,D,D04,CO,Dredge,22,46,07-16-2017,850,96,SH,,WH,,,
2017,07-16-2017,SO1,0238,DS17-5589,DS17040924201707160238,D,D04,CO,Dredge,22,6,07-16-2017,850,120,SH,,WH,,,
2017,07-16-2017,SO1,0238,DS17-5589,DS17040924201707160238,D,D04,CO,Dredge,22,46,07-16-2017,850,85,SH,,WH,,,
2017,07-16-2017,SO1,0241,DS17-5589,DS17040924201707160241,D,D04,CO,Dredge,22,6,07-16-2017,850,125,SH,,WH,,,
2017,07-16-2017,SO1,0241,DS17-5589,DS17040924201707160241,D,D04,CO,Dredge,22,46,07-16-2017,850,104,SH,,WH,,,
2017,07-17-2017,SO1,0255,DS17-5589,DS17040924201707170255,D,D04,CO,Dredge,22,3,07-17-2017,850,139,SH,,WH,,,
2017,07-17-2017,SO1,0255,DS17-5589,DS17040924201707170255,D,D04,CO,Dredge,22,43,07-17-2017,850,101,SH,,WH,,,
2017,07-17-2017,SO1,0257,DS17-5589,DS17040924201707170257,D,D04,CO,Dredge,22,3,07-17-2017,850,119,SH,,WH,,,
2017,07-17-2017,SO1,0257,DS17-5589,DS17040924201707170257,D,D04,CO,Dredge,22,43,07-17-2017,850,111,SH,,WH,,,
2017,07-17-2017,SO1,0259,DS17-5589,DS17040924201707170259,D,D04,CO,Dredge,22,3,07-17-2017,850,125,SH,,WH,,,
2017,07-17-2017,SO1,0259,DS17-5589,DS17040924201707170259,D,D04,CO,Dredge,22,43,07-17-2017,850,108,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,1,07-17-2017,850,106,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,2,07-17-2017,850,115,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,3,07-17-2017,850,119,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,4,07-17-2017,850,112,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,5,07-17-2017,850,119,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,6,07-17-2017,850,120,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,7,07-17-2017,850,131,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,8,07-17-2017,850,122,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,9,07-17-2017,850,136,SH,,WH,,,
2017,07-17-2017,SO2,0261,DS17-5589,DS17040924201707170261,D,D04,CO,Dredge,22,10,07-17-2017,850,120,SH,,WH,,,
2017,07-17-2017,SO1,0263,DS17-5589,DS17040924201707170263,D,D04,CO,Dredge,22,3,07-17-2017,850,131,SH,,WH,,,
2017,07-17-2017,SO1,0263,DS17-5589,DS17040924201707170263,D,D04,CO,Dredge,22,43,07-17-2017,850,91,SH,,WH,,,
2017,07-18-2017,SO1,0276,DS17-5589,DS17040924201707170276,D,D04,CO,Dredge,22,8,07-18-2017,850,124,SH,,WH,,,
2017,07-18-2017,SO1,0276,DS17-5589,DS17040924201707170276,D,D04,CO,Dredge,22,48,07-18-2017,850,100,SH,,WH,,,
2017,07-18-2017,SO1,0278,DS17-5589,DS17040924201707180278,D,D04,CO,Dredge,22,8,07-18-2017,850,118,SH,,WH,,,
2017,07-18-2017,SO1,0278,DS17-5589,DS17040924201707180278,D,D04,CO,Dredge,22,48,07-18-2017,850,107,SH,,WH,,,
2017,07-18-2017,SO1,0280,DS17-5589,DS17040924201707180280,D,D04,CO,Dredge,22,8,07-18-2017,850,112,SH,,WH,,,
2017,07-18-2017,SO1,0280,DS17-5589,DS17040924201707180280,D,D04,CO,Dredge,22,48,07-18-2017,850,92,SH,,WH,,,
2017,07-18-2017,SO1,0282,DS17-5589,DS17040924201707180282,D,D04,CO,Dredge,22,8,07-18-2017,850,132,SH,,WH,,,
2017,07-18-2017,SO1,0282,DS17-5589,DS17040924201707180282,D,D04,CO,Dredge,22,48,07-18-2017,850,99,SH,,WH,,,
2017,07-19-2017,SO1,0295,DS17-5589,DS17040924201707190295,D,D04,CO,Dredge,22,4,07-19-2017,850,109,SH,,WH,,,
2017,07-19-2017,SO1,0295,DS17-5589,DS17040924201707190295,D,D04,CO,Dredge,22,44,07-19-2017,850,95,SH,,WH,,,
2017,07-19-2017,SO1,0297,DS17-5589,DS17040924201707190297,D,D04,CO,Dredge,22,4,07-19-2017,850,121,SH,,WH,,,
2017,07-19-2017,SO1,0299,DS17-5589,DS17040924201707190299,D,D04,CO,Dredge,22,4,07-19-2017,850,110,SH,,WH,,,
2017,07-19-2017,SO1,0299,DS17-5589,DS17040924201707190299,D,D04,CO,Dredge,22,44,07-19-2017,850,100,SH,,WH,,,
2017,07-19-2017,SO1,0302,DS17-5589,DS17040924201707190302,D,D04,CO,Dredge,22,4,07-19-2017,850,137,SH,,WH,,,
2017,07-19-2017,SO1,0302,DS17-5589,DS17040924201707190302,D,D04,CO,Dredge,22,44,07-19-2017,850,99,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,1,07-20-2017,850,116,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,2,07-20-2017,850,116,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,3,07-20-2017,850,124,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,4,07-20-2017,850,120,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,5,07-20-2017,850,125,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,6,07-20-2017,850,117,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,7,07-20-2017,850,121,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,8,07-20-2017,850,118,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,9,07-20-2017,850,123,SH,,WH,,,
2017,07-20-2017,SO2,0316,DS17-5589,DS17040924201707200316,D,D04,CO,Dredge,22,10,07-20-2017,850,122,SH,,WH,,,
2017,07-20-2017,SO1,0318,DS17-5589,DS17040924201707200318,D,D04,CO,Dredge,22,7,07-20-2017,850,120,SH,,WH,,,
2017,07-20-2017,SO1,0318,DS17-5589,DS17040924201707200318,D,D04,CO,Dredge,22,47,07-20-2017,850,87,SH,,WH,,,
2017,07-20-2017,SO1,0320,DS17-5589,DS17040924201707200320,D,D04,CO,Dredge,22,7,07-20-2017,850,120,SH,,WH,,,
2017,07-20-2017,SO1,0320,DS17-5589,DS17040924201707200320,D,D04,CO,Dredge,22,47,07-20-2017,850,95,SH,,WH,,,
2017,07-20-2017,SO1,0322,DS17-5589,DS17040924201707200322,D,D04,CO,Dredge,22,7,07-20-2017,850,119,SH,,WH,,,
2017,07-20-2017,SO1,0324,DS17-5589,DS17040924201707200324,D,D04,CO,Dredge,22,7,07-20-2017,850,124,SH,,WH,,,
2017,07-20-2017,SO1,0324,DS17-5589,DS17040924201707200324,D,D04,CO,Dredge,22,47,07-20-2017,850,119,SH,,WH,,,
2017,07-21-2017,SO1,0336,DS17-5589,DS17040924201707210336,D,D04,CO,Dredge,22,9,07-21-2017,850,122,SH,,WH,,,
2017,07-21-2017,SO1,0336,DS17-5589,DS17040924201707210336,D,D04,CO,Dredge,22,49,07-21-2017,850,102,SH,,WH,,,
2017,07-21-2017,SO1,0338,DS17-5589,DS17040924201707210338,D,D04,CO,Dredge,22,9,07-21-2017,850,130,SH,,WH,,,
2017,07-21-2017,SO1,0338,DS17-5589,DS17040924201707210338,D,D04,CO,Dredge,22,49,07-21-2017,850,106,SH,,WH,,,
2017,07-21-2017,SO1,0340,DS17-5589,DS17040924201707210340,D,D04,CO,Dredge,22,9,07-21-2017,850,128,SH,,WH,,,
2017,07-21-2017,SO1,0340,DS17-5589,DS17040924201707210340,D,D04,CO,Dredge,22,49,07-21-2017,850,90,SH,,WH,,,
2017,07-21-2017,SO1,0342,DS17-5589,DS17040924201707210342,D,D04,CO,Dredge,22,9,07-21-2017,850,123,SH,,WH,,,
2017,07-21-2017,SO1,0342,DS17-5589,DS17040924201707210342,D,D04,CO,Dredge,22,49,07-21-2017,850,93,SH,,WH,,,
2017,07-22-2017,SO1,0355,DS17-5589,DS17040924201707220355,D,D04,CO,Dredge,22,7,07-22-2017,850,130,SH,,WH,,,
