"","sample_year","sample_date","project_code","trip_no","effort_no","submitter_sample_id","management_area_code","location_code","fishery_code","gear_type","gear_code","submitter_specimen_id","date_sampled","field_species_code","length","length_type_code","weight","weight_type_code","gender_code","maturity_code","specimen_comment"
"20",2017,2017-09-24,"SO1","0022","KS17-5607","KS17058200201709240022","K",NA,"CO","Dredge","22",5,2017-09-24,"850",142,"SH",NA,"WH",NA,NA,NA
"21",2017,2017-09-24,"SO1","0022","KS17-5607","KS17058200201709240022","K",NA,"CO","Dredge","22",15,2017-09-24,"850",159,"SH",NA,"WH",NA,NA,NA
"22",2017,2017-09-24,"SO1","0022","KS17-5607","KS17058200201709240022","K",NA,"CO","Dredge","22",45,2017-09-24,"850",103,"SH",NA,"WH",NA,NA,NA
"23",2017,2017-09-24,"SO1","0022","KS17-5607","KS17058200201709240022","K",NA,"CO","Dredge","22",55,2017-09-24,"850",102,"SH",NA,"WH",NA,NA,NA
"24",2017,2017-09-24,"SO1","0024","KS17-5607","KS17058200201709240024","K",NA,"CO","Dredge","22",10,2017-09-24,"850",177,"SH",NA,"WH",NA,NA,NA
"25",2017,2017-09-24,"SO1","0024","KS17-5607","KS17058200201709240024","K",NA,"CO","Dredge","22",20,2017-09-24,"850",141,"SH",NA,"WH",NA,NA,NA
"26",2017,2017-09-24,"SO1","0024","KS17-5607","KS17058200201709240024","K",NA,"CO","Dredge","22",50,2017-09-24,"850",105,"SH",NA,"WH",NA,NA,NA
"27",2017,2017-09-24,"SO1","0024","KS17-5607","KS17058200201709240024","K",NA,"CO","Dredge","22",60,2017-09-24,"850",102,"SH",NA,"WH",NA,NA,NA
"28",2017,2017-09-25,"SO1","0041","KS17-5607","KS17058200201709250041","K",NA,"CO","Dredge","22",6,2017-09-25,"850",154,"SH",NA,"WH",NA,NA,NA
"29",2017,2017-09-25,"SO1","0041","KS17-5607","KS17058200201709250041","K",NA,"CO","Dredge","22",16,2017-09-25,"850",171,"SH",NA,"WH",NA,NA,NA
"30",2017,2017-09-25,"SO1","0041","KS17-5607","KS17058200201709250041","K",NA,"CO","Dredge","22",46,2017-09-25,"850",108,"SH",NA,"WH",NA,NA,NA
"31",2017,2017-09-25,"SO1","0041","KS17-5607","KS17058200201709250041","K",NA,"CO","Dredge","22",56,2017-09-25,"850",104,"SH",NA,"WH",NA,NA,NA
"32",2017,2017-09-25,"SO1","0043","KS17-5607","KS17058200201709250043","K",NA,"CO","Dredge","22",2,2017-09-25,"850",136,"SH",NA,"WH",NA,NA,NA
"33",2017,2017-09-25,"SO1","0043","KS17-5607","KS17058200201709250043","K",NA,"CO","Dredge","22",12,2017-09-25,"850",149,"SH",NA,"WH",NA,NA,NA
"34",2017,2017-09-25,"SO1","0043","KS17-5607","KS17058200201709250043","K",NA,"CO","Dredge","22",42,2017-09-25,"850",108,"SH",NA,"WH",NA,NA,NA
"35",2017,2017-09-25,"SO1","0043","KS17-5607","KS17058200201709250043","K",NA,"CO","Dredge","22",52,2017-09-25,"850",116,"SH",NA,"WH",NA,NA,NA
"36",2017,2017-09-25,"SO1","0045","KS17-5607","KS17058200201709250045","K",NA,"CO","Dredge","22",1,2017-09-25,"850",174,"SH",NA,"WH",NA,NA,NA
"37",2017,2017-09-25,"SO1","0045","KS17-5607","KS17058200201709250045","K",NA,"CO","Dredge","22",11,2017-09-25,"850",161,"SH",NA,"WH",NA,NA,NA
"38",2017,2017-09-25,"SO1","0045","KS17-5607","KS17058200201709250045","K",NA,"CO","Dredge","22",41,2017-09-25,"850",102,"SH",NA,"WH",NA,NA,NA
"39",2017,2017-09-25,"SO1","0045","KS17-5607","KS17058200201709250045","K",NA,"CO","Dredge","22",51,2017-09-25,"850",96,"SH",NA,"WH",NA,NA,NA
"40",2017,2017-09-25,"SO1","0047","KS17-5607","KS17058200201709250047","K",NA,"CO","Dredge","22",8,2017-09-25,"850",155,"SH",NA,"WH",NA,NA,NA
"41",2017,2017-09-25,"SO1","0047","KS17-5607","KS17058200201709250047","K",NA,"CO","Dredge","22",18,2017-09-25,"850",148,"SH",NA,"WH",NA,NA,NA
"42",2017,2017-09-25,"SO1","0047","KS17-5607","KS17058200201709250047","K",NA,"CO","Dredge","22",48,2017-09-25,"850",104,"SH",NA,"WH",NA,NA,NA
"43",2017,2017-09-25,"SO1","0047","KS17-5607","KS17058200201709250047","K",NA,"CO","Dredge","22",58,2017-09-25,"850",102,"SH",NA,"WH",NA,NA,NA
"44",2017,2017-09-25,"SO1","0049","KS17-5607","KS17058200201709250049","K",NA,"CO","Dredge","22",4,2017-09-25,"850",147,"SH",NA,"WH",NA,NA,NA
"45",2017,2017-09-25,"SO1","0049","KS17-5607","KS17058200201709250049","K",NA,"CO","Dredge","22",14,2017-09-25,"850",155,"SH",NA,"WH",NA,NA,NA
"46",2017,2017-09-25,"SO1","0049","KS17-5607","KS17058200201709250049","K",NA,"CO","Dredge","22",44,2017-09-25,"850",110,"SH",NA,"WH",NA,NA,NA
"47",2017,2017-09-25,"SO1","0049","KS17-5607","KS17058200201709250049","K",NA,"CO","Dredge","22",54,2017-09-25,"850",101,"SH",NA,"WH",NA,NA,NA
"48",2017,2017-09-26,"SO1","0058","KS17-5607","KS17058200201709260058","K",NA,"CO","Dredge","22",7,2017-09-26,"850",147,"SH",NA,"WH",NA,NA,NA
"49",2017,2017-09-26,"SO1","0058","KS17-5607","KS17058200201709260058","K",NA,"CO","Dredge","22",17,2017-09-26,"850",150,"SH",NA,"WH",NA,NA,NA
"50",2017,2017-09-26,"SO1","0058","KS17-5607","KS17058200201709260058","K",NA,"CO","Dredge","22",47,2017-09-26,"850",104,"SH",NA,"WH",NA,NA,NA
"51",2017,2017-09-26,"SO1","0058","KS17-5607","KS17058200201709260058","K",NA,"CO","Dredge","22",57,2017-09-26,"850",101,"SH",NA,"WH",NA,NA,NA
"52",2017,2017-09-26,"SO1","0060","KS17-5607","KS17058200201709260060","K",NA,"CO","Dredge","22",10,2017-09-26,"850",143,"SH",NA,"WH",NA,NA,NA
"53",2017,2017-09-26,"SO1","0060","KS17-5607","KS17058200201709260060","K",NA,"CO","Dredge","22",20,2017-09-26,"850",145,"SH",NA,"WH",NA,NA,NA
"54",2017,2017-09-26,"SO1","0060","KS17-5607","KS17058200201709260060","K",NA,"CO","Dredge","22",50,2017-09-26,"850",97,"SH",NA,"WH",NA,NA,NA
"55",2017,2017-09-26,"SO1","0060","KS17-5607","KS17058200201709260060","K",NA,"CO","Dredge","22",60,2017-09-26,"850",103,"SH",NA,"WH",NA,NA,NA
"56",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",1,2017-09-26,"850",137,"SH",NA,"WH",NA,NA,NA
"57",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",2,2017-09-26,"850",148,"SH",NA,"WH",NA,NA,NA
"58",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",3,2017-09-26,"850",164,"SH",NA,"WH",NA,NA,NA
"59",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",4,2017-09-26,"850",155,"SH",NA,"WH",NA,NA,NA
"60",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",5,2017-09-26,"850",158,"SH",NA,"WH",NA,NA,NA
"61",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",6,2017-09-26,"850",146,"SH",NA,"WH",NA,NA,NA
"62",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",7,2017-09-26,"850",160,"SH",NA,"WH",NA,NA,NA
"63",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",8,2017-09-26,"850",153,"SH",NA,"WH",NA,NA,NA
"64",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",9,2017-09-26,"850",132,"SH",NA,"WH",NA,NA,NA
"65",2017,2017-09-26,"SO2","0062","KS17-5607","KS17058200201709260062","K",NA,"CO","Dredge","22",10,2017-09-26,"850",151,"SH",NA,"WH",NA,NA,NA
"66",2017,2017-09-26,"SO1","0064","KS17-5607","KS17058200201709260064","K",NA,"CO","Dredge","22",3,2017-09-26,"850",142,"SH",NA,"WH",NA,NA,NA
"67",2017,2017-09-26,"SO1","0064","KS17-5607","KS17058200201709260064","K",NA,"CO","Dredge","22",13,2017-09-26,"850",133,"SH",NA,"WH",NA,NA,NA
"68",2017,2017-09-26,"SO1","0064","KS17-5607","KS17058200201709260064","K",NA,"CO","Dredge","22",43,2017-09-26,"850",101,"SH",NA,"WH",NA,NA,NA
"69",2017,2017-09-26,"SO1","0064","KS17-5607","KS17058200201709260064","K",NA,"CO","Dredge","22",53,2017-09-26,"850",97,"SH",NA,"WH",NA,NA,NA
"70",2017,2017-09-28,"SO1","0088","KS17-5607","KS17058200201709280088","K",NA,"CO","Dredge","22",2,2017-09-28,"850",153,"SH",NA,"WH",NA,NA,NA
"71",2017,2017-09-28,"SO1","0088","KS17-5607","KS17058200201709280088","K",NA,"CO","Dredge","22",12,2017-09-28,"850",150,"SH",NA,"WH",NA,NA,NA
"72",2017,2017-09-28,"SO1","0088","KS17-5607","KS17058200201709280088","K",NA,"CO","Dredge","22",42,2017-09-28,"850",91,"SH",NA,"WH",NA,NA,NA
"73",2017,2017-09-28,"SO1","0088","KS17-5607","KS17058200201709280088","K",NA,"CO","Dredge","22",52,2017-09-28,"850",97,"SH",NA,"WH",NA,NA,NA
"74",2017,2017-09-28,"SO1","0090","KS17-5607","KS17058200201709280090","K",NA,"CO","Dredge","22",6,2017-09-28,"850",149,"SH",NA,"WH",NA,NA,NA
"75",2017,2017-09-28,"SO1","0090","KS17-5607","KS17058200201709280090","K",NA,"CO","Dredge","22",16,2017-09-28,"850",144,"SH",NA,"WH",NA,NA,NA
"76",2017,2017-09-28,"SO1","0090","KS17-5607","KS17058200201709280090","K",NA,"CO","Dredge","22",46,2017-09-28,"850",99,"SH",NA,"WH",NA,NA,NA
"77",2017,2017-09-28,"SO1","0090","KS17-5607","KS17058200201709280090","K",NA,"CO","Dredge","22",56,2017-09-28,"850",98,"SH",NA,"WH",NA,NA,NA
"78",2017,2017-09-28,"SO1","0092","KS17-5607","KS17058200201709280092","K",NA,"CO","Dredge","22",9,2017-09-28,"850",145,"SH",NA,"WH",NA,NA,NA
"79",2017,2017-09-28,"SO1","0092","KS17-5607","KS17058200201709280092","K",NA,"CO","Dredge","22",19,2017-09-28,"850",151,"SH",NA,"WH",NA,NA,NA
"80",2017,2017-09-28,"SO1","0092","KS17-5607","KS17058200201709280092","K",NA,"CO","Dredge","22",49,2017-09-28,"850",102,"SH",NA,"WH",NA,NA,NA
"81",2017,2017-09-28,"SO1","0092","KS17-5607","KS17058200201709280092","K",NA,"CO","Dredge","22",59,2017-09-28,"850",104,"SH",NA,"WH",NA,NA,NA
"82",2017,2017-09-29,"SO1","0102","KS17-5607","KS17058200201709290102","K",NA,"CO","Dredge","22",6,2017-09-29,"850",152,"SH",NA,"WH",NA,NA,NA
"83",2017,2017-09-29,"SO1","0102","KS17-5607","KS17058200201709290102","K",NA,"CO","Dredge","22",16,2017-09-29,"850",138,"SH",NA,"WH",NA,NA,NA
"84",2017,2017-09-29,"SO1","0102","KS17-5607","KS17058200201709290102","K",NA,"CO","Dredge","22",46,2017-09-29,"850",101,"SH",NA,"WH",NA,NA,NA
"85",2017,2017-09-29,"SO1","0102","KS17-5607","KS17058200201709290102","K",NA,"CO","Dredge","22",56,2017-09-29,"850",112,"SH",NA,"WH",NA,NA,NA
"86",2017,2017-09-29,"SO1","0104","KS17-5607","KS17058200201709290104","K",NA,"CO","Dredge","22",7,2017-09-29,"850",147,"SH",NA,"WH",NA,NA,NA
"87",2017,2017-09-29,"SO1","0104","KS17-5607","KS17058200201709290104","K",NA,"CO","Dredge","22",17,2017-09-29,"850",144,"SH",NA,"WH",NA,NA,NA
"88",2017,2017-09-29,"SO1","0104","KS17-5607","KS17058200201709290104","K",NA,"CO","Dredge","22",47,2017-09-29,"850",103,"SH",NA,"WH",NA,NA,NA
"89",2017,2017-09-29,"SO1","0104","KS17-5607","KS17058200201709290104","K",NA,"CO","Dredge","22",57,2017-09-29,"850",99,"SH",NA,"WH",NA,NA,NA
"90",2017,2017-09-30,"SO1","0112","KS17-5607","KS17058200201709300112","K",NA,"CO","Dredge","22",1,2017-09-30,"850",154,"SH",NA,"WH",NA,NA,NA
"91",2017,2017-09-30,"SO1","0112","KS17-5607","KS17058200201709300112","K",NA,"CO","Dredge","22",11,2017-09-30,"850",132,"SH",NA,"WH",NA,NA,NA
"92",2017,2017-09-30,"SO1","0112","KS17-5607","KS17058200201709300112","K",NA,"CO","Dredge","22",41,2017-09-30,"850",102,"SH",NA,"WH",NA,NA,NA
"93",2017,2017-09-30,"SO1","0112","KS17-5607","KS17058200201709300112","K",NA,"CO","Dredge","22",51,2017-09-30,"850",93,"SH",NA,"WH",NA,NA,NA
"94",2017,2017-09-30,"SO1","0114","KS17-5607","KS17058200201709300114","K",NA,"CO","Dredge","22",8,2017-09-30,"850",141,"SH",NA,"WH",NA,NA,NA
"95",2017,2017-09-30,"SO1","0114","KS17-5607","KS17058200201709300114","K",NA,"CO","Dredge","22",18,2017-09-30,"850",138,"SH",NA,"WH",NA,NA,NA
"96",2017,2017-09-30,"SO1","0114","KS17-5607","KS17058200201709300114","K",NA,"CO","Dredge","22",48,2017-09-30,"850",97,"SH",NA,"WH",NA,NA,NA
"97",2017,2017-09-30,"SO1","0114","KS17-5607","KS17058200201709300114","K",NA,"CO","Dredge","22",58,2017-09-30,"850",99,"SH",NA,"WH",NA,NA,NA
"98",2017,2017-09-30,"SO1","0116","KS17-5607","KS17058200201709300116","K",NA,"CO","Dredge","22",5,2017-09-30,"850",153,"SH",NA,"WH",NA,NA,NA
"99",2017,2017-09-30,"SO1","0116","KS17-5607","KS17058200201709300116","K",NA,"CO","Dredge","22",15,2017-09-30,"850",140,"SH",NA,"WH",NA,NA,NA
"100",2017,2017-09-30,"SO1","0116","KS17-5607","KS17058200201709300116","K",NA,"CO","Dredge","22",45,2017-09-30,"850",102,"SH",NA,"WH",NA,NA,NA
"101",2017,2017-09-30,"SO1","0116","KS17-5607","KS17058200201709300116","K",NA,"CO","Dredge","22",55,2017-09-30,"850",108,"SH",NA,"WH",NA,NA,NA
"102",2017,2017-09-30,"SO1","0118","KS17-5607","KS17058200201709300118","K",NA,"CO","Dredge","22",3,2017-09-30,"850",132,"SH",NA,"WH",NA,NA,NA
"103",2017,2017-09-30,"SO1","0118","KS17-5607","KS17058200201709300118","K",NA,"CO","Dredge","22",13,2017-09-30,"850",148,"SH",NA,"WH",NA,NA,NA
"104",2017,2017-09-30,"SO1","0118","KS17-5607","KS17058200201709300118","K",NA,"CO","Dredge","22",43,2017-09-30,"850",98,"SH",NA,"WH",NA,NA,NA
"105",2017,2017-09-30,"SO1","0118","KS17-5607","KS17058200201709300118","K",NA,"CO","Dredge","22",53,2017-09-30,"850",96,"SH",NA,"WH",NA,NA,NA
"106",2017,2017-10-21,"SO1","0026","KS17-5623","KS17058200201710210026","K",NA,"CO","Dredge","22",5,2017-10-21,"850",129,"SH",NA,"WH",NA,NA,NA
"107",2017,2017-10-21,"SO1","0026","KS17-5623","KS17058200201710210026","K",NA,"CO","Dredge","22",15,2017-10-21,"850",134,"SH",NA,"WH",NA,NA,NA
"108",2017,2017-10-21,"SO1","0026","KS17-5623","KS17058200201710210026","K",NA,"CO","Dredge","22",45,2017-10-21,"850",110,"SH",NA,"WH",NA,NA,NA
"109",2017,2017-10-21,"SO1","0026","KS17-5623","KS17058200201710210026","K",NA,"CO","Dredge","22",55,2017-10-21,"850",97,"SH",NA,"WH",NA,NA,NA
"110",2017,2017-10-21,"SO1","0028","KS17-5623","KS17058200201710210028","K",NA,"CO","Dredge","22",5,2017-10-21,"850",136,"SH",NA,"WH",NA,NA,NA
"111",2017,2017-10-21,"SO1","0028","KS17-5623","KS17058200201710210028","K",NA,"CO","Dredge","22",15,2017-10-21,"850",134,"SH",NA,"WH",NA,NA,NA
"112",2017,2017-10-21,"SO1","0028","KS17-5623","KS17058200201710210028","K",NA,"CO","Dredge","22",45,2017-10-21,"850",95,"SH",NA,"WH",NA,NA,NA
"113",2017,2017-10-21,"SO1","0028","KS17-5623","KS17058200201710210028","K",NA,"CO","Dredge","22",54,2017-10-21,"850",112,"SH",NA,"WH",NA,NA,NA
"114",2017,2017-10-21,"SO1","0030","KS17-5623","KS17058200201710210030","K",NA,"CO","Dredge","22",5,2017-10-21,"850",111,"SH",NA,"WH",NA,NA,NA
"115",2017,2017-10-21,"SO1","0030","KS17-5623","KS17058200201710210030","K",NA,"CO","Dredge","22",15,2017-10-21,"850",125,"SH",NA,"WH",NA,NA,NA
"116",2017,2017-10-21,"SO1","0030","KS17-5623","KS17058200201710210030","K",NA,"CO","Dredge","22",45,2017-10-21,"850",91,"SH",NA,"WH",NA,NA,NA
"117",2017,2017-10-21,"SO1","0030","KS17-5623","KS17058200201710210030","K",NA,"CO","Dredge","22",55,2017-10-21,"850",99,"SH",NA,"WH",NA,NA,NA
"118",2017,2017-10-21,"SO1","0032","KS17-5623","KS17058200201710210032","K",NA,"CO","Dredge","22",5,2017-10-21,"850",134,"SH",NA,"WH",NA,NA,NA
"119",2017,2017-10-21,"SO1","0032","KS17-5623","KS17058200201710210032","K",NA,"CO","Dredge","22",15,2017-10-21,"850",143,"SH",NA,"WH",NA,NA,NA
"120",2017,2017-10-21,"SO1","0032","KS17-5623","KS17058200201710210032","K",NA,"CO","Dredge","22",45,2017-10-21,"850",107,"SH",NA,"WH",NA,NA,NA
"121",2017,2017-10-21,"SO1","0032","KS17-5623","KS17058200201710210032","K",NA,"CO","Dredge","22",55,2017-10-21,"850",101,"SH",NA,"WH",NA,NA,NA
"122",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",1,2017-10-22,"850",125,"SH",NA,"WH",NA,NA,NA
"123",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",2,2017-10-22,"850",125,"SH",NA,"WH",NA,NA,NA
"124",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",3,2017-10-22,"850",130,"SH",NA,"WH",NA,NA,NA
"125",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",4,2017-10-22,"850",149,"SH",NA,"WH",NA,NA,NA
"126",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",5,2017-10-22,"850",131,"SH",NA,"WH",NA,NA,NA
"127",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",6,2017-10-22,"850",118,"SH",NA,"WH",NA,NA,NA
"128",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",7,2017-10-22,"850",130,"SH",NA,"WH",NA,NA,NA
"129",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",8,2017-10-22,"850",124,"SH",NA,"WH",NA,NA,NA
"130",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",9,2017-10-22,"850",128,"SH",NA,"WH",NA,NA,NA
"131",2017,2017-10-22,"SO2","0045","KS17-5623","KS17058200201710220045","K",NA,"CO","Dredge","22",10,2017-10-22,"850",134,"SH",NA,"WH",NA,NA,NA
"132",2017,2017-10-22,"SO1","0047","KS17-5623","KS17058200201710220047","K",NA,"CO","Dredge","22",1,2017-10-22,"850",132,"SH",NA,"WH",NA,NA,NA
"133",2017,2017-10-22,"SO1","0047","KS17-5623","KS17058200201710220047","K",NA,"CO","Dredge","22",11,2017-10-22,"850",129,"SH",NA,"WH",NA,NA,NA
"134",2017,2017-10-22,"SO1","0047","KS17-5623","KS17058200201710220047","K",NA,"CO","Dredge","22",51,2017-10-22,"850",96,"SH",NA,"WH",NA,NA,NA
"135",2017,2017-10-22,"SO1","0049","KS17-5623","KS17058200201710220049","K",NA,"CO","Dredge","22",1,2017-10-22,"850",147,"SH",NA,"WH",NA,NA,NA
"136",2017,2017-10-22,"SO1","0049","KS17-5623","KS17058200201710220049","K",NA,"CO","Dredge","22",11,2017-10-22,"850",135,"SH",NA,"WH",NA,NA,NA
"137",2017,2017-10-22,"SO1","0049","KS17-5623","KS17058200201710220049","K",NA,"CO","Dredge","22",41,2017-10-22,"850",115,"SH",NA,"WH",NA,NA,NA
"138",2017,2017-10-22,"SO1","0049","KS17-5623","KS17058200201710220049","K",NA,"CO","Dredge","22",51,2017-10-22,"850",110,"SH",NA,"WH",NA,NA,NA
"139",2017,2017-10-23,"SO1","0059","KS17-5623","KS17058200201710230059","K",NA,"CO","Dredge","22",6,2017-10-23,"850",136,"SH",NA,"WH",NA,NA,NA
"140",2017,2017-10-23,"SO1","0059","KS17-5623","KS17058200201710230059","K",NA,"CO","Dredge","22",16,2017-10-23,"850",139,"SH",NA,"WH",NA,NA,NA
"141",2017,2017-10-23,"SO1","0059","KS17-5623","KS17058200201710230059","K",NA,"CO","Dredge","22",46,2017-10-23,"850",114,"SH",NA,"WH",NA,NA,NA
"142",2017,2017-10-23,"SO1","0059","KS17-5623","KS17058200201710230059","K",NA,"CO","Dredge","22",56,2017-10-23,"850",101,"SH",NA,"WH",NA,NA,NA
"143",2017,2017-10-23,"SO1","0061","KS17-5623","KS17058200201710230061","K",NA,"CO","Dredge","22",6,2017-10-23,"850",129,"SH",NA,"WH",NA,NA,NA
"144",2017,2017-10-23,"SO1","0061","KS17-5623","KS17058200201710230061","K",NA,"CO","Dredge","22",16,2017-10-23,"850",143,"SH",NA,"WH",NA,NA,NA
"145",2017,2017-10-23,"SO1","0061","KS17-5623","KS17058200201710230061","K",NA,"CO","Dredge","22",46,2017-10-23,"850",115,"SH",NA,"WH",NA,NA,NA
"146",2017,2017-10-23,"SO1","0061","KS17-5623","KS17058200201710230061","K",NA,"CO","Dredge","22",56,2017-10-23,"850",96,"SH",NA,"WH",NA,NA,NA
"147",2017,2017-10-23,"SO1","0063","KS17-5623","KS17058200201710230063","K",NA,"CO","Dredge","22",6,2017-10-23,"850",131,"SH",NA,"WH",NA,NA,NA
"148",2017,2017-10-23,"SO1","0063","KS17-5623","KS17058200201710230063","K",NA,"CO","Dredge","22",16,2017-10-23,"850",129,"SH",NA,"WH",NA,NA,NA
"149",2017,2017-10-23,"SO1","0063","KS17-5623","KS17058200201710230063","K",NA,"CO","Dredge","22",46,2017-10-23,"850",99,"SH",NA,"WH",NA,NA,NA
"150",2017,2017-10-23,"SO1","0063","KS17-5623","KS17058200201710230063","K",NA,"CO","Dredge","22",56,2017-10-23,"850",103,"SH",NA,"WH",NA,NA,NA
"151",2017,2017-10-24,"SO1","0075","KS17-5623","KS17058200201710240075","K",NA,"CO","Dredge","22",2,2017-10-24,"850",140,"SH",NA,"WH",NA,NA,NA
"152",2017,2017-10-24,"SO1","0075","KS17-5623","KS17058200201710240075","K",NA,"CO","Dredge","22",12,2017-10-24,"850",145,"SH",NA,"WH",NA,NA,NA
"153",2017,2017-10-24,"SO1","0075","KS17-5623","KS17058200201710240075","K",NA,"CO","Dredge","22",42,2017-10-24,"850",96,"SH",NA,"WH",NA,NA,NA
"154",2017,2017-10-24,"SO1","0075","KS17-5623","KS17058200201710240075","K",NA,"CO","Dredge","22",52,2017-10-24,"850",93,"SH",NA,"WH",NA,NA,NA
"155",2017,2017-10-24,"SO1","0077","KS17-5623","KS17058200201710240077","K",NA,"CO","Dredge","22",2,2017-10-24,"850",137,"SH",NA,"WH",NA,NA,NA
"156",2017,2017-10-24,"SO1","0077","KS17-5623","KS17058200201710240077","K",NA,"CO","Dredge","22",12,2017-10-24,"850",133,"SH",NA,"WH",NA,NA,NA
